Condition,Seed_ROI,Hemisphere,Region_ID,Region_Name,Anatomical_Lobe,Region_Hemisphere,Is_Dorsal,Is_Ventral,Pos_Voxels,Neg_Voxels,Direction_Value,Direction_Type,Total_Voxels
nontool,LO,left,62,Par_2,Parietal,L,True,False,0,1,-1,Dorsal→Ventral,1
nontool,LO,left,64,Temp_1,Temporal,L,False,True,0,3,-3,Intra-Ventral,3
nontool,LO,left,65,OFC_1,Frontal,L,True,False,0,1,-1,Dorsal→Ventral,1
nontool,LO,left,68,PFCl_3,Frontal,L,True,False,3,0,3,Ventral→Dorsal,3
nontool,LO,left,70,PFCl_5,Frontal,L,True,False,4,0,4,Ventral→Dorsal,4
nontool,LO,left,71,pCun_1,Frontal,L,True,False,0,60,-60,Dorsal→Ventral,60
nontool,LO,left,74,Temp_1,Temporal,L,False,True,0,32,-32,Intra-Ventral,32
nontool,LO,left,76,Temp_3,Temporal,L,False,True,0,2,-2,Intra-Ventral,2
nontool,LO,left,79,Par_1,Parietal,L,True,False,0,2,-2,Dorsal→Ventral,2
nontool,LO,left,80,Par_2,Parietal,L,True,False,0,18,-18,Dorsal→Ventral,18
nontool,LO,left,82,Par_4,Parietal,L,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,left,83,PFC_1,Frontal,L,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,left,85,PFC_3,Frontal,L,True,False,0,2,-2,Dorsal→Ventral,2
nontool,LO,left,86,PFC_4,Frontal,L,True,False,0,22,-22,Dorsal→Ventral,22
nontool,LO,left,96,pCunPCC_1,Cingulate,L,False,False,0,26,-26,Other,26
nontool,LO,left,97,pCunPCC_2,Cingulate,L,False,False,0,2,-2,Other,2
nontool,LO,left,100,PHC_1,Frontal,L,True,False,261,0,261,Ventral→Dorsal,261
nontool,LO,left,101,Vis_1,Occipital,R,False,True,383,0,383,Intra-Ventral,383
nontool,LO,left,102,Vis_2,Occipital,R,False,True,283,0,283,Intra-Ventral,283
nontool,LO,left,103,Vis_3,Occipital,R,False,True,464,57,407,Intra-Ventral,521
nontool,LO,left,104,Vis_4,Occipital,R,False,True,3,110,-107,Intra-Ventral,113
nontool,LO,left,105,Vis_5,Occipital,R,False,True,31,0,31,Intra-Ventral,31
nontool,LO,left,106,Vis_6,Occipital,R,False,True,6,179,-173,Intra-Ventral,185
nontool,LO,left,108,Vis_8,Occipital,R,False,True,231,0,231,Intra-Ventral,231
nontool,LO,left,109,Vis_9,Occipital,R,False,True,0,344,-344,Intra-Ventral,344
nontool,LO,left,110,Vis_10,Occipital,R,False,True,0,26,-26,Intra-Ventral,26
nontool,LO,left,111,Vis_11,Occipital,R,False,True,105,1,104,Intra-Ventral,106
nontool,LO,left,112,Vis_12,Occipital,R,False,True,6,419,-413,Intra-Ventral,425
nontool,LO,left,113,Vis_13,Occipital,R,False,True,0,277,-277,Intra-Ventral,277
nontool,LO,left,114,Vis_14,Occipital,R,False,True,0,11,-11,Intra-Ventral,11
nontool,LO,left,128,SomMot_13,Somatomotor,R,True,False,0,9,-9,Dorsal→Ventral,9
nontool,LO,left,130,SomMot_15,Somatomotor,R,True,False,0,17,-17,Dorsal→Ventral,17
nontool,LO,left,131,SomMot_16,Somatomotor,R,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,left,134,SomMot_19,Somatomotor,R,True,False,0,5,-5,Dorsal→Ventral,5
nontool,LO,left,135,Post_1,Parietal,R,True,False,266,0,266,Ventral→Dorsal,266
nontool,LO,left,136,Post_2,Parietal,R,True,False,5,0,5,Ventral→Dorsal,5
nontool,LO,left,141,Post_7,Parietal,R,True,False,0,1,-1,Dorsal→Ventral,1
nontool,LO,left,142,Post_8,Parietal,R,True,False,0,6,-6,Dorsal→Ventral,6
nontool,LO,left,143,Post_9,Parietal,R,True,False,0,9,-9,Dorsal→Ventral,9
nontool,LO,left,144,Post_10,Parietal,R,True,False,0,30,-30,Dorsal→Ventral,30
nontool,LO,left,145,FEF_1,Parietal,R,True,False,4,0,4,Ventral→Dorsal,4
nontool,LO,left,151,PrC_1,Frontal,R,True,False,16,0,16,Ventral→Dorsal,16
nontool,LO,left,153,FrOperIns_2,Insular,R,False,False,5,0,5,Other,5
nontool,LO,left,155,FrOperIns_4,Insular,R,False,False,0,2,-2,Other,2
nontool,LO,left,157,Med_2,Frontal,R,True,False,0,1,-1,Dorsal→Ventral,1
nontool,LO,left,158,Med_3,Frontal,R,True,False,0,5,-5,Dorsal→Ventral,5
nontool,LO,left,159,OFC_1,Frontal,R,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,left,161,OFC_3,Frontal,R,True,False,0,2,-2,Dorsal→Ventral,2
nontool,LO,left,162,TempPole_1,Temporal,R,False,True,0,20,-20,Intra-Ventral,20
nontool,LO,left,163,TempPole_2,Temporal,R,False,True,4,74,-70,Intra-Ventral,78
nontool,LO,left,164,TempPole_3,Temporal,R,False,True,6,66,-60,Intra-Ventral,72
nontool,LO,left,168,Temp_1,Temporal,R,False,True,1,2,-1,Intra-Ventral,3
nontool,LO,left,171,PFCl_2,Frontal,R,True,False,64,0,64,Ventral→Dorsal,64
nontool,LO,left,172,PFCl_3,Frontal,R,True,False,49,0,49,Ventral→Dorsal,49
nontool,LO,left,173,PFCl_4,Frontal,R,True,False,68,0,68,Ventral→Dorsal,68
nontool,LO,left,174,PFCl_5,Frontal,R,True,False,37,0,37,Ventral→Dorsal,37
nontool,LO,left,176,PFCl_7,Frontal,R,True,False,29,0,29,Ventral→Dorsal,29
nontool,LO,left,177,pCun_1,Frontal,R,True,False,0,59,-59,Dorsal→Ventral,59
nontool,LO,left,182,Par_1,Parietal,R,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,left,183,Par_2,Parietal,R,True,False,0,2,-2,Dorsal→Ventral,2
nontool,LO,left,184,Par_3,Parietal,R,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,left,185,Temp_1,Temporal,R,False,True,0,9,-9,Intra-Ventral,9
nontool,LO,left,186,Temp_2,Temporal,R,False,True,0,8,-8,Intra-Ventral,8
nontool,LO,left,191,PFCdPFCm_1,Frontal,R,True,False,0,5,-5,Dorsal→Ventral,5
nontool,LO,left,194,PFCdPFCm_4,Frontal,R,True,False,3,0,3,Ventral→Dorsal,3
nontool,LO,left,195,PFCdPFCm_5,Frontal,R,True,False,2,0,2,Ventral→Dorsal,2
nontool,LO,left,198,pCunPCC_1,Cingulate,R,False,False,0,7,-7,Other,7
nontool,LO,left,199,pCunPCC_2,Cingulate,R,False,False,0,17,-17,Other,17
nontool,LO,left,200,pCunPCC_3,Cingulate,R,False,False,0,9,-9,Other,9
nontool,LO,left,201,pIPS,Parietal,X,True,False,38,815,-777,Dorsal→Ventral,853
nontool,LO,left,202,LO,Temporal,X,False,True,2251,76,2175,Intra-Ventral,2327
nontool,LO,right,1,Vis_1,Occipital,L,False,True,244,0,244,Intra-Ventral,244
nontool,LO,right,2,Vis_2,Occipital,L,False,True,381,43,338,Intra-Ventral,424
nontool,LO,right,3,Vis_3,Occipital,L,False,True,70,0,70,Intra-Ventral,70
nontool,LO,right,4,Vis_4,Occipital,L,False,True,0,49,-49,Intra-Ventral,49
nontool,LO,right,5,Vis_5,Occipital,L,False,True,235,18,217,Intra-Ventral,253
nontool,LO,right,7,Vis_7,Occipital,L,False,True,12,206,-194,Intra-Ventral,218
nontool,LO,right,8,Vis_8,Occipital,L,False,True,28,0,28,Intra-Ventral,28
nontool,LO,right,9,Vis_9,Occipital,L,False,True,33,44,-11,Intra-Ventral,77
nontool,LO,right,10,Vis_10,Occipital,L,False,True,0,73,-73,Intra-Ventral,73
nontool,LO,right,11,Vis_11,Occipital,L,False,True,71,1,70,Intra-Ventral,72
nontool,LO,right,12,Vis_12,Occipital,L,False,True,0,148,-148,Intra-Ventral,148
nontool,LO,right,13,Vis_13,Occipital,L,False,True,0,133,-133,Intra-Ventral,133
nontool,LO,right,14,Vis_14,Occipital,L,False,True,1,101,-100,Intra-Ventral,102
nontool,LO,right,15,SomMot_1,Somatomotor,L,True,False,23,0,23,Ventral→Dorsal,23
nontool,LO,right,22,SomMot_8,Somatomotor,L,True,False,4,0,4,Ventral→Dorsal,4
nontool,LO,right,23,SomMot_9,Somatomotor,L,True,False,8,0,8,Ventral→Dorsal,8
nontool,LO,right,25,SomMot_11,Somatomotor,L,True,False,34,0,34,Ventral→Dorsal,34
nontool,LO,right,26,SomMot_12,Somatomotor,L,True,False,1,0,1,Ventral→Dorsal,1
nontool,LO,right,28,SomMot_14,Somatomotor,L,True,False,15,0,15,Ventral→Dorsal,15
nontool,LO,right,29,SomMot_15,Somatomotor,L,True,False,0,1,-1,Dorsal→Ventral,1
nontool,LO,right,31,Post_1,Parietal,L,True,False,681,5,676,Ventral→Dorsal,686
nontool,LO,right,32,Post_2,Parietal,L,True,False,65,0,65,Ventral→Dorsal,65
nontool,LO,right,33,Post_3,Parietal,L,True,False,0,1,-1,Dorsal→Ventral,1
nontool,LO,right,34,Post_4,Parietal,L,True,False,2,0,2,Ventral→Dorsal,2
nontool,LO,right,35,Post_5,Parietal,L,True,False,22,0,22,Ventral→Dorsal,22
nontool,LO,right,36,Post_6,Parietal,L,True,False,4,0,4,Ventral→Dorsal,4
nontool,LO,right,38,Post_8,Parietal,L,True,False,21,0,21,Ventral→Dorsal,21
nontool,LO,right,39,Post_9,Parietal,L,True,False,4,0,4,Ventral→Dorsal,4
nontool,LO,right,40,Post_10,Parietal,L,True,False,0,16,-16,Dorsal→Ventral,16
nontool,LO,right,41,FEF_1,Parietal,L,True,False,42,0,42,Ventral→Dorsal,42
nontool,LO,right,42,FEF_2,Parietal,L,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,right,43,PrCv_1,Parietal,L,True,False,3,0,3,Ventral→Dorsal,3
nontool,LO,right,47,FrOperIns_1,Insular,L,False,False,7,0,7,Other,7
nontool,LO,right,49,FrOperIns_3,Insular,L,False,False,1,0,1,Other,1
nontool,LO,right,51,PFCl_1,Frontal,L,True,False,280,0,280,Ventral→Dorsal,280
nontool,LO,right,52,Med_1,Frontal,L,True,False,4,0,4,Ventral→Dorsal,4
nontool,LO,right,53,Med_2,Frontal,L,True,False,0,11,-11,Dorsal→Ventral,11
nontool,LO,right,54,Med_3,Frontal,L,True,False,37,4,33,Ventral→Dorsal,41
nontool,LO,right,55,OFC_1,Frontal,L,True,False,0,5,-5,Dorsal→Ventral,5
nontool,LO,right,56,OFC_2,Frontal,L,True,False,0,1,-1,Dorsal→Ventral,1
nontool,LO,right,57,TempPole_1,Temporal,L,False,True,0,155,-155,Intra-Ventral,155
nontool,LO,right,58,TempPole_2,Temporal,L,False,True,14,50,-36,Intra-Ventral,64
nontool,LO,right,59,TempPole_3,Temporal,L,False,True,0,6,-6,Intra-Ventral,6
nontool,LO,right,64,Temp_1,Temporal,L,False,True,1,0,1,Intra-Ventral,1
nontool,LO,right,65,OFC_1,Frontal,L,True,False,2,3,-1,Dorsal→Ventral,5
nontool,LO,right,66,PFCl_1,Frontal,L,True,False,5,0,5,Ventral→Dorsal,5
nontool,LO,right,67,PFCl_2,Frontal,L,True,False,13,0,13,Ventral→Dorsal,13
nontool,LO,right,68,PFCl_3,Frontal,L,True,False,160,0,160,Ventral→Dorsal,160
nontool,LO,right,69,PFCl_4,Frontal,L,True,False,5,0,5,Ventral→Dorsal,5
nontool,LO,right,70,PFCl_5,Frontal,L,True,False,51,0,51,Ventral→Dorsal,51
nontool,LO,right,71,pCun_1,Frontal,L,True,False,0,9,-9,Dorsal→Ventral,9
nontool,LO,right,73,Cing_2,Cingulate,L,False,False,10,0,10,Other,10
nontool,LO,right,74,Temp_1,Temporal,L,False,True,0,32,-32,Intra-Ventral,32
nontool,LO,right,76,Temp_3,Temporal,L,False,True,3,5,-2,Intra-Ventral,8
nontool,LO,right,80,Par_2,Parietal,L,True,False,0,5,-5,Dorsal→Ventral,5
nontool,LO,right,83,PFC_1,Frontal,L,True,False,0,5,-5,Dorsal→Ventral,5
nontool,LO,right,84,PFC_2,Frontal,L,True,False,1,0,1,Ventral→Dorsal,1
nontool,LO,right,85,PFC_3,Frontal,L,True,False,0,4,-4,Dorsal→Ventral,4
nontool,LO,right,86,PFC_4,Frontal,L,True,False,18,34,-16,Dorsal→Ventral,52
nontool,LO,right,88,PFC_6,Frontal,L,True,False,2,0,2,Ventral→Dorsal,2
nontool,LO,right,89,PFC_7,Frontal,L,True,False,33,0,33,Ventral→Dorsal,33
nontool,LO,right,90,PFC_8,Frontal,L,True,False,9,0,9,Ventral→Dorsal,9
nontool,LO,right,91,PFC_9,Frontal,L,True,False,9,0,9,Ventral→Dorsal,9
nontool,LO,right,92,PFC_10,Frontal,L,True,False,40,0,40,Ventral→Dorsal,40
nontool,LO,right,93,PFC_11,Frontal,L,True,False,2,0,2,Ventral→Dorsal,2
nontool,LO,right,95,PFC_13,Frontal,L,True,False,9,0,9,Ventral→Dorsal,9
nontool,LO,right,96,pCunPCC_1,Cingulate,L,False,False,0,21,-21,Other,21
nontool,LO,right,100,PHC_1,Frontal,L,True,False,341,0,341,Ventral→Dorsal,341
nontool,LO,right,101,Vis_1,Occipital,R,False,True,411,0,411,Intra-Ventral,411
nontool,LO,right,102,Vis_2,Occipital,R,False,True,353,0,353,Intra-Ventral,353
nontool,LO,right,103,Vis_3,Occipital,R,False,True,646,37,609,Intra-Ventral,683
nontool,LO,right,104,Vis_4,Occipital,R,False,True,3,87,-84,Intra-Ventral,90
nontool,LO,right,105,Vis_5,Occipital,R,False,True,55,0,55,Intra-Ventral,55
nontool,LO,right,106,Vis_6,Occipital,R,False,True,101,87,14,Intra-Ventral,188
nontool,LO,right,108,Vis_8,Occipital,R,False,True,492,0,492,Intra-Ventral,492
nontool,LO,right,109,Vis_9,Occipital,R,False,True,0,86,-86,Intra-Ventral,86
nontool,LO,right,110,Vis_10,Occipital,R,False,True,0,27,-27,Intra-Ventral,27
nontool,LO,right,111,Vis_11,Occipital,R,False,True,131,1,130,Intra-Ventral,132
nontool,LO,right,112,Vis_12,Occipital,R,False,True,14,315,-301,Intra-Ventral,329
nontool,LO,right,113,Vis_13,Occipital,R,False,True,0,179,-179,Intra-Ventral,179
nontool,LO,right,114,Vis_14,Occipital,R,False,True,0,6,-6,Intra-Ventral,6
nontool,LO,right,115,Vis_15,Occipital,R,False,True,3,0,3,Intra-Ventral,3
nontool,LO,right,122,SomMot_7,Somatomotor,R,True,False,1,0,1,Ventral→Dorsal,1
nontool,LO,right,124,SomMot_9,Somatomotor,R,True,False,3,0,3,Ventral→Dorsal,3
nontool,LO,right,126,SomMot_11,Somatomotor,R,True,False,1,0,1,Ventral→Dorsal,1
nontool,LO,right,127,SomMot_12,Somatomotor,R,True,False,0,1,-1,Dorsal→Ventral,1
nontool,LO,right,128,SomMot_13,Somatomotor,R,True,False,28,24,4,Ventral→Dorsal,52
nontool,LO,right,130,SomMot_15,Somatomotor,R,True,False,6,9,-3,Dorsal→Ventral,15
nontool,LO,right,131,SomMot_16,Somatomotor,R,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,right,135,Post_1,Parietal,R,True,False,398,0,398,Ventral→Dorsal,398
nontool,LO,right,136,Post_2,Parietal,R,True,False,28,1,27,Ventral→Dorsal,29
nontool,LO,right,137,Post_3,Parietal,R,True,False,1,0,1,Ventral→Dorsal,1
nontool,LO,right,139,Post_5,Parietal,R,True,False,5,0,5,Ventral→Dorsal,5
nontool,LO,right,141,Post_7,Parietal,R,True,False,0,15,-15,Dorsal→Ventral,15
nontool,LO,right,142,Post_8,Parietal,R,True,False,0,15,-15,Dorsal→Ventral,15
nontool,LO,right,144,Post_10,Parietal,R,True,False,0,49,-49,Dorsal→Ventral,49
nontool,LO,right,145,FEF_1,Parietal,R,True,False,42,0,42,Ventral→Dorsal,42
nontool,LO,right,146,FEF_2,Parietal,R,True,False,8,0,8,Ventral→Dorsal,8
nontool,LO,right,147,PrCv_1,Parietal,R,True,False,13,0,13,Ventral→Dorsal,13
nontool,LO,right,151,PrC_1,Frontal,R,True,False,37,2,35,Ventral→Dorsal,39
nontool,LO,right,153,FrOperIns_2,Insular,R,False,False,14,0,14,Other,14
nontool,LO,right,155,FrOperIns_4,Insular,R,False,False,5,0,5,Other,5
nontool,LO,right,156,Med_1,Frontal,R,True,False,12,0,12,Ventral→Dorsal,12
nontool,LO,right,158,Med_3,Frontal,R,True,False,12,5,7,Ventral→Dorsal,17
nontool,LO,right,159,OFC_1,Frontal,R,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,right,161,OFC_3,Frontal,R,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,right,162,TempPole_1,Temporal,R,False,True,0,8,-8,Intra-Ventral,8
nontool,LO,right,163,TempPole_2,Temporal,R,False,True,7,83,-76,Intra-Ventral,90
nontool,LO,right,164,TempPole_3,Temporal,R,False,True,11,71,-60,Intra-Ventral,82
nontool,LO,right,167,Par_3,Parietal,R,True,False,0,5,-5,Dorsal→Ventral,5
nontool,LO,right,168,Temp_1,Temporal,R,False,True,1,0,1,Intra-Ventral,1
nontool,LO,right,170,PFCl_1,Frontal,R,True,False,31,1,30,Ventral→Dorsal,32
nontool,LO,right,171,PFCl_2,Frontal,R,True,False,45,0,45,Ventral→Dorsal,45
nontool,LO,right,172,PFCl_3,Frontal,R,True,False,214,0,214,Ventral→Dorsal,214
nontool,LO,right,173,PFCl_4,Frontal,R,True,False,100,1,99,Ventral→Dorsal,101
nontool,LO,right,174,PFCl_5,Frontal,R,True,False,165,0,165,Ventral→Dorsal,165
nontool,LO,right,176,PFCl_7,Frontal,R,True,False,97,0,97,Ventral→Dorsal,97
nontool,LO,right,177,pCun_1,Frontal,R,True,False,0,25,-25,Dorsal→Ventral,25
nontool,LO,right,179,Cing_2,Cingulate,R,False,False,1,0,1,Other,1
nontool,LO,right,180,PFCmp_1,Frontal,R,True,False,12,0,12,Ventral→Dorsal,12
nontool,LO,right,181,PFCmp_2,Frontal,R,True,False,21,0,21,Ventral→Dorsal,21
nontool,LO,right,183,Par_2,Parietal,R,True,False,0,5,-5,Dorsal→Ventral,5
nontool,LO,right,184,Par_3,Parietal,R,True,False,0,5,-5,Dorsal→Ventral,5
nontool,LO,right,185,Temp_1,Temporal,R,False,True,0,20,-20,Intra-Ventral,20
nontool,LO,right,186,Temp_2,Temporal,R,False,True,0,2,-2,Intra-Ventral,2
nontool,LO,right,190,PFCv_1,Frontal,R,True,False,4,0,4,Ventral→Dorsal,4
nontool,LO,right,192,PFCdPFCm_2,Frontal,R,True,False,2,0,2,Ventral→Dorsal,2
nontool,LO,right,193,PFCdPFCm_3,Frontal,R,True,False,6,0,6,Ventral→Dorsal,6
nontool,LO,right,194,PFCdPFCm_4,Frontal,R,True,False,49,2,47,Ventral→Dorsal,51
nontool,LO,right,195,PFCdPFCm_5,Frontal,R,True,False,24,0,24,Ventral→Dorsal,24
nontool,LO,right,197,PFCdPFCm_7,Frontal,R,True,False,1,0,1,Ventral→Dorsal,1
nontool,LO,right,198,pCunPCC_1,Cingulate,R,False,False,0,9,-9,Other,9
nontool,LO,right,200,pCunPCC_3,Cingulate,R,False,False,0,1,-1,Other,1
nontool,LO,right,201,pIPS,Parietal,X,True,False,92,574,-482,Dorsal→Ventral,666
nontool,LO,right,202,LO,Temporal,X,False,True,2469,29,2440,Intra-Ventral,2498
